,y
2341,0
17846,0
36448,1
27081,1
23536,0
32,0
35385,0
1632,1
31841,0
3419,0
41110,1
19209,1
18652,0
24845,0
28726,1
27873,1
40420,1
38946,1
36709,1
3244,0
18602,1
40124,0
39268,1
25161,0
6916,0
30535,1
37666,1
19522,0
12129,0
39048,1
27082,1
36170,0
24793,0
15511,0
39542,1
33645,0
11795,0
15566,1
15214,0
4555,0
7346,0
36258,1
16648,0
11886,0
5363,1
35643,1
39797,1
38495,1
24212,0
25501,0
13235,0
39148,1
39421,1
39449,1
5636,1
38432,1
37789,1
7819,1
7897,0
13287,0
28340,0
40194,1
28495,1
23658,0
25811,0
28676,1
21517,0
27160,1
15987,0
11388,0
40296,1
27922,0
15912,1
37433,1
37281,1
40187,0
27759,1
33509,0
40494,1
10188,0
30505,0
27357,0
36958,1
35017,1
31180,1
18848,0
24590,0
9350,0
22079,0
34071,0
37361,0
17823,0
40231,1
7664,0
38573,1
7654,0
1233,1
30558,0
40690,1
4710,0
6437,0
24033,1
39329,1
40755,1
31294,0
30610,1
21103,1
40898,1
18686,0
25664,0
40574,1
32288,1
36391,1
38777,1
39851,1
24518,0
30234,1
18701,0
29202,1
3925,0
17799,0
33416,1
3744,0
11200,0
6993,0
38750,1
39523,0
40158,1
38389,0
38882,1
39575,1
282,0
20378,0
9276,1
31407,1
8608,0
13978,1
24550,1
35834,1
33588,0
19686,0
40924,0
6738,1
21672,0
30368,1
946,0
40675,1
22841,0
37145,1
38319,1
28246,1
5048,0
29611,0
37688,1
26774,1
38324,1
29994,1
35167,1
15155,1
21998,1
40317,1
28732,1
8360,1
12322,1
38745,0
26226,0
39871,1
38117,1
41014,1
30360,1
34053,0
40599,0
41117,1
28511,1
13764,0
32668,1
15725,1
2482,0
19333,0
628,0
18554,0
37265,1
19599,0
19752,1
29686,0
28554,0
37218,1
34474,1
37714,0
30365,1
36438,0
36267,1
37752,1
13551,1
22824,1
37863,1
4769,1
23482,0
5393,0
38748,1
38700,1
33556,0
39412,1
8775,0
8528,1
9910,0
15291,0
2779,1
1041,0
36905,0
35880,1
14380,0
28808,0
40677,1
6541,0
13354,0
32300,1
39156,1
21017,0
10052,0
18034,0
9673,0
11459,0
7828,0
39323,1
24620,0
33676,0
14763,1
18211,0
27952,1
18403,0
37610,1
3114,0
4350,0
13460,1
29494,0
14561,0
30238,1
3608,1
25109,0
26532,0
33046,1
8607,1
41121,0
8979,0
5459,0
41006,1
38438,1
1348,1
25447,1
27819,0
36523,0
21618,0
7288,1
8918,0
9178,0
20503,0
39171,1
26592,0
40960,1
40454,1
37903,1
9255,0
2687,0
17016,0
31553,0
37231,1
37352,1
12298,0
12653,0
7099,0
16685,1
40646,0
40004,1
16796,1
12177,0
25692,1
23409,0
9009,0
40357,1
23557,0
30197,1
30149,1
27238,0
18422,0
19308,0
39379,1
6648,1
1090,0
19829,0
21715,1
32581,0
34918,1
36440,1
37577,1
38808,1
12139,1
40210,1
40818,0
36248,1
38686,1
13569,0
39565,1
37758,1
799,0
13452,0
12605,1
26524,0
37400,0
31130,0
4471,0
21459,1
38182,0
35207,0
5863,1
39774,1
30004,1
40662,0
6528,0
19453,0
36810,0
4140,0
12476,0
27060,1
28628,1
9042,0
29068,1
36613,1
14178,0
33503,1
15822,1
40276,1
38355,1
37121,1
17606,0
37998,1
29546,1
27729,1
28856,0
39321,1
4872,1
21892,0
38108,0
35754,1
32225,0
29031,1
38819,1
32569,0
39290,0
20422,0
20187,1
24348,0
22991,0
27916,1
30861,0
37782,0
36824,1
20548,0
31244,0
35843,1
5850,1
3433,0
21944,0
36116,1
27733,1
28521,1
11980,0
26016,1
37913,0
12451,0
9376,0
31273,1
5017,0
37551,1
37235,1
19933,0
34254,0
9840,1
26180,0
39196,1
40920,1
39818,0
25735,0
4860,0
36152,1
34899,0
9018,0
5512,0
35106,1
9585,1
39613,1
33633,0
37853,1
24223,0
25346,0
38426,1
30055,1
14736,0
6108,0
5027,1
30263,0
35554,1
30345,1
36586,1
29254,0
30264,0
34991,0
1472,0
3163,0
16275,0
34430,1
28042,0
18154,1
4523,0
40409,0
1163,0
8179,0
22797,0
40932,1
20812,0
24400,1
9225,0
25471,0
30929,0
31367,1
19691,0
15382,0
30040,1
8829,0
37394,1
10786,0
38539,1
36562,1
39657,1
36661,1
3200,0
339,0
23134,0
23580,1
28117,0
2275,1
22647,0
27724,0
391,0
19478,0
9432,1
19550,0
27945,1
2570,0
20160,0
40449,1
16343,0
34174,0
27880,1
28192,1
25567,1
34667,1
26062,0
39763,1
25804,0
36495,1
28446,0
40135,1
7177,0
2330,1
29019,0
10034,1
36501,1
39260,1
27803,1
13497,0
37850,1
10963,0
41132,1
40225,1
20239,0
22234,1
25852,0
30451,1
32645,1
33103,0
40367,1
28434,1
38417,1
26246,1
19528,1
10205,0
24112,0
34205,1
29480,0
12506,1
39472,1
6368,0
20451,1
36436,0
15634,0
25916,0
16867,1
36955,1
19585,0
32555,0
40125,1
38967,1
35862,0
31224,0
28701,1
37280,1
15093,0
2536,0
36883,1
40450,1
35931,1
8323,0
20933,0
20349,0
10399,0
26992,0
38691,1
10215,0
25637,1
39010,1
39504,1
25693,0
11225,0
12468,0
7524,0
7723,0
24363,0
37536,1
36702,1
16031,1
23971,0
13693,0
6880,0
14571,0
25766,0
27726,1
20371,1
24616,0
12409,0
31453,0
40113,0
29955,0
15613,1
19050,0
27444,0
40440,1
32988,1
18129,1
9738,0
23517,0
28752,1
26578,0
22759,0
13792,1
19414,0
23060,0
31088,1
39304,1
12586,1
8196,1
28342,0
10848,1
20188,0
30348,1
11708,1
8821,1
30212,1
39091,1
30188,1
7240,0
22428,0
40400,1
9203,1
40644,1
6189,0
20533,1
21847,1
37142,1
2892,0
31509,1
28749,0
7262,0
30967,0
17551,1
15793,1
38202,0
10237,0
37392,0
11233,1
35204,0
24617,0
32963,0
40300,1
3921,0
7725,1
32208,1
39656,1
21781,0
1186,0
16610,0
30529,1
28830,0
30389,1
15958,0
32432,0
12917,0
22390,1
37524,1
22813,0
36442,0
39388,1
36194,1
31579,0
6465,0
40552,1
30412,1
40773,1
17251,0
37250,1
5109,0
40506,1
14506,0
12752,0
20581,1
3887,1
36396,0
40770,1
30168,1
38592,1
37143,1
29384,1
41026,1
25196,0
9547,1
29734,0
33845,1
19400,1
13259,0
40993,1
16226,0
13293,1
34601,1
38025,1
20325,0
36813,1
41158,1
39677,1
36651,0
1791,1
37419,1
36689,1
322,0
11549,1
20073,0
37662,1
28135,0
38076,1
28715,1
24583,1
29043,1
35093,1
30422,1
22804,1
40410,1
17669,0
29791,1
40682,1
26910,0
40043,1
27962,1
19174,0
5016,0
37225,1
16669,0
39533,1
31264,0
40360,1
7730,0
10730,0
35895,1
1647,0
2635,1
38540,1
27893,1
39215,1
15299,0
9911,1
38661,0
13579,0
29979,1
1583,0
38258,1
12378,0
40589,1
38203,0
31107,0
23662,0
8433,0
5215,0
21023,0
7437,1
25504,0
34861,1
29953,0
14000,1
3031,0
38628,1
39190,1
15071,0
16392,1
8620,0
28754,0
36816,1
41016,1
3742,0
29348,1
12044,0
40499,1
30078,0
28481,1
3954,0
39267,1
15040,0
28687,0
36413,1
30140,1
29610,1
6631,0
4101,0
35826,1
38721,1
33798,1
15474,1
20368,1
37833,1
13395,0
36401,1
15991,0
14582,1
24229,0
12101,0
1824,0
21761,1
32700,0
19927,0
18980,0
237,0
5884,0
21338,0
31761,0
2962,0
40713,0
15042,0
36166,1
25384,0
37341,1
36499,1
37049,0
9003,1
32825,0
34961,0
41020,1
39060,1
27299,0
7137,1
38754,1
33555,0
33926,1
18574,0
4793,1
18801,0
14040,0
7257,0
33200,1
36,0
27762,0
8014,1
1590,0
16846,0
24488,1
30018,1
38720,1
39384,1
6998,0
39139,0
36579,1
39989,1
30161,1
30439,1
13031,1
39592,1
33054,0
30404,1
40246,1
36852,1
30211,0
38141,1
36744,1
4050,1
37753,1
14815,1
7987,0
28464,0
39676,1
5688,0
31989,1
4594,0
27514,0
39856,1
27573,0
28029,0
37756,1
3864,0
22162,0
38524,0
1893,0
26538,1
39210,1
38876,1
14633,1
39245,1
11990,0
40112,1
19197,0
16811,0
36432,1
40732,1
39045,1
20374,0
10948,0
11931,1
34433,1
40365,1
41166,1
36076,0
26441,1
26413,0
34212,1
38741,1
36885,1
28311,0
20911,1
15272,0
26366,0
28261,1
32661,0
39619,1
5204,0
34864,0
17787,0
38706,1
8901,0
27417,0
32984,0
30740,0
35326,0
4774,0
12466,1
39831,1
4775,0
16744,0
10923,0
27151,1
17943,0
37356,1
38269,1
20542,1
24831,0
33647,0
2175,0
30273,1
3382,0
27709,0
41039,1
10605,0
40064,1
30912,0
21403,0
30005,1
33617,0
5442,1
10709,0
29796,0
18513,0
37409,1
31558,1
38680,1
31293,0
19141,0
24956,0
31675,0
40498,1
9300,0
40017,1
27490,0
38724,1
37837,0
29753,0
24769,0
2459,0
11126,0
38042,1
9258,0
38961,1
25894,0
39195,1
35965,0
40701,1
37192,0
16278,1
25757,0
11843,0
39580,1
22380,0
30925,0
40063,0
32176,0
34321,0
19810,1
33078,0
16459,0
24264,0
32702,0
30260,1
40206,0
27690,1
11298,0
5073,1
4639,0
33359,1
3340,0
15337,0
23784,0
5751,0
3203,1
39617,1
33997,1
26999,1
28203,0
28228,0
38206,0
37245,1
1443,0
40626,1
11912,0
11898,0
17012,0
6891,0
26628,0
21520,0
38189,0
19708,0
35743,1
17908,0
36636,1
38640,1
8535,1
22683,0
37529,1
39638,1
7468,0
18041,1
12885,0
27711,1
14639,1
21321,0
39841,1
40743,0
30089,1
28540,1
18515,1
21943,0
26980,1
39135,1
13585,1
681,1
40992,1
38771,0
36249,1
38815,0
13447,0
4219,0
25199,0
10479,0
36671,1
30516,1
30000,1
4667,0
5810,0
41098,1
10843,0
31939,1
40143,1
25295,0
35617,1
8701,0
14103,1
7389,0
25342,0
30359,1
23510,1
5821,0
40816,1
9131,0
15391,0
19532,0
11676,0
28979,1
34744,1
35695,0
40612,1
41153,1
16149,1
29467,0
30045,1
38138,1
15485,1
39256,1
18824,0
38364,0
24476,0
28558,0
8158,0
9309,0
11915,0
40448,1
16711,1
7155,0
23020,1
461,0
4722,0
40423,1
20319,0
37643,1
25732,1
34193,0
15715,0
17365,1
6808,0
22280,0
7283,0
35874,1
34827,1
4848,0
2440,0
21323,0
36841,0
24577,0
24073,1
37854,1
30006,1
26445,1
30182,1
16246,0
41019,1
15141,0
39725,1
40342,1
41128,1
29838,0
41057,1
37549,0
19421,0
21274,1
12162,0
30463,1
24012,1
27632,0
12147,0
37337,1
29933,0
12191,1
28043,1
40173,0
7172,0
8480,0
30589,1
25442,0
12691,0
34025,1
10388,0
36895,1
33795,0
30413,1
17574,0
39390,1
28213,0
3989,0
28831,1
36659,1
37370,1
38104,1
16383,0
40968,1
1575,0
12785,1
14743,0
13867,0
4024,0
27456,0
36556,1
30356,1
23414,1
30621,1
11377,0
40661,1
28498,1
12391,0
11150,0
37543,1
38489,1
33398,1
34407,1
39157,1
34648,1
30286,1
39099,1
40128,1
3483,0
38441,0
24213,1
10390,0
17538,1
40235,1
28305,1
23039,0
39940,1
37737,1
36978,1
26499,0
37147,1
13907,0
38781,1
34535,1
33684,0
36526,1
40285,0
9146,0
5453,0
19147,0
33473,0
39730,1
20380,0
37017,1
16326,1
26020,0
34743,1
26359,1
36867,1
4464,0
40167,1
16946,0
38596,1
39953,1
14403,0
20500,1
30497,1
26673,1
38825,1
8407,0
3854,1
32039,0
9698,0
29828,1
24715,0
37910,1
8634,0
38051,1
20781,0
38642,1
20529,1
21495,0
31896,1
39712,1
28527,0
16219,0
28947,1
20828,0
39228,1
30908,0
24737,1
26821,0
28272,1
5084,1
36762,1
8489,1
8643,1
39364,1
18054,0
25604,1
11961,1
38397,1
1031,0
41058,1
40727,1
28507,1
29150,0
4987,0
7892,0
18839,0
30572,1
24733,0
27723,1
410,0
28751,0
6433,1
9861,0
14939,0
8006,0
16310,0
35730,0
40905,0
25377,0
40071,1
37580,1
21890,0
8544,0
32943,0
39435,0
1075,0
40404,1
36218,0
35937,1
5069,0
16056,1
38420,1
8169,0
36819,1
38846,0
40723,1
28047,0
39969,1
22454,0
21396,1
33799,1
41035,1
10098,0
12552,0
21330,1
26584,0
39283,1
16417,0
19477,0
25908,1
7404,1
2057,0
4672,1
39429,0
25168,0
28484,1
40628,1
26316,0
9893,1
40078,1
40355,1
12271,0
20270,0
39704,1
27078,0
37613,1
14711,1
17212,0
38666,1
38950,0
26019,0
11016,1
28470,1
32296,0
3576,1
21004,1
40496,1
29370,1
28471,1
37507,1
20091,1
20143,0
40748,1
38034,1
18061,0
11947,1
9266,0
39540,1
21991,1
41156,1
5415,1
39325,1
40775,1
13032,0
12958,0
40758,1
33025,0
39885,1
503,0
680,0
12400,0
12041,1
3565,0
38204,1
15380,0
19862,1
17397,0
19952,0
38321,1
5852,1
6703,0
38109,1
32368,0
39222,1
41,0
26927,1
40379,1
4695,0
39993,1
37970,1
20343,1
2775,1
26588,1
22348,0
34470,1
30279,0
31875,1
28984,0
13748,0
17267,1
37727,1
16544,0
33765,1
10865,1
22476,0
13647,0
39349,1
35914,1
18959,0
20656,0
12519,0
34291,0
28632,1
39983,1
27104,1
40398,1
33228,0
27816,1
37589,0
11449,1
40407,1
6086,0
4623,1
7525,0
33222,0
37109,1
9962,0
37987,1
2853,1
22997,1
10545,0
20080,1
4737,1
13233,0
40472,1
24901,0
30339,1
28355,0
40756,1
30644,1
6037,0
22304,0
24379,1
38797,1
6585,1
37331,1
39979,1
40957,1
35277,0
4242,0
31795,0
14944,1
22755,1
30146,1
30309,1
20750,1
35793,1
23028,0
26947,1
28394,0
33032,0
37545,0
24938,1
30683,0
2077,0
5329,1
39648,1
39004,1
6811,0
41046,1
6643,0
17263,0
5936,0
14712,1
27862,1
9278,0
6596,0
1820,0
30464,1
12898,0
30993,1
39843,1
30328,0
17853,0
26517,0
29408,1
32093,1
7731,1
38033,1
24029,1
4937,0
2086,0
30282,1
13005,0
40131,1
38374,0
35415,1
37441,0
27407,0
19196,1
40951,1
38677,0
6949,0
38987,1
38127,1
14729,1
29023,1
25494,0
30157,1
8286,0
19644,0
40990,1
41073,0
10842,0
38935,1
6895,0
39028,1
27850,1
27282,1
36415,1
36369,1
1420,0
28354,1
27781,1
25361,0
22263,0
28081,0
12501,1
7147,0
8082,0
24574,0
6569,0
8356,0
27891,1
21897,0
38080,1
26690,0
19923,0
13710,1
18514,1
9977,0
40927,1
22518,0
38516,1
13834,1
36364,1
19112,0
15744,1
23235,1
36954,1
40909,1
33511,1
31917,0
8162,0
40610,1
40728,1
40997,0
2854,0
24196,0
40310,1
36673,1
39339,1
38951,0
7835,1
39917,1
8279,1
37470,1
24083,1
18769,0
17595,0
19044,1
40121,1
35251,1
35884,1
28417,1
39544,1
37045,1
3568,0
32274,0
40172,1
19685,0
37861,1
32925,0
32978,0
40392,1
36069,1
8180,1
19770,0
10391,0
37489,1
26440,0
14075,1
4536,0
40892,1
40720,1
18847,0
13494,1
37640,1
21856,0
23457,0
15637,0
37141,1
5233,0
29977,1
4249,0
915,0
40263,1
38400,1
891,0
35377,1
39847,1
28902,1
39742,1
36235,1
15925,1
8017,0
8582,0
36724,1
21141,0
34938,0
15052,0
27590,1
3545,1
16391,1
11156,0
27448,0
29826,1
34869,0
11099,0
36226,0
4161,0
37883,0
12258,0
38283,1
5707,1
899,0
39011,1
33823,0
39760,1
24055,1
40684,1
36799,1
30312,1
15679,0
34047,1
6292,0
24058,1
14834,0
35828,1
7065,0
3548,0
38964,1
35174,1
38376,1
39134,1
41183,1
40168,1
2182,0
32051,0
4840,0
7841,0
26021,0
18884,0
33152,1
27987,1
19280,0
35944,1
26243,0
34111,0
35440,1
27122,0
35036,1
26395,0
9748,0
397,0
17209,0
36561,1
28437,1
11524,0
11881,0
9747,0
35830,0
39606,1
30800,0
39175,1
36608,1
30092,1
24296,0
36124,1
30217,1
26769,0
3972,0
7444,1
4080,0
21030,0
36946,1
37919,1
38999,1
36903,0
3229,0
28545,1
20665,0
27864,1
3274,0
39784,1
876,1
38877,0
17446,0
38928,1
30396,1
34804,0
33789,1
969,0
12577,0
32728,1
28980,0
23005,0
2574,0
1586,0
19731,0
22508,0
17391,1
30023,1
15316,1
5346,0
17273,0
1987,0
23228,1
21657,0
27708,1
38929,1
29564,0
30059,1
1114,1
6469,0
13942,1
389,1
3269,0
35323,1
30769,1
38236,0
19418,0
8377,0
39289,1
40070,1
15209,1
8435,1
12195,1
36711,0
36381,1
39667,1
38871,1
4956,0
38277,1
33841,0
15951,1
22911,0
30179,1
22351,0
33479,1
7848,0
36379,0
39041,1
11634,0
25557,1
7386,0
30190,1
19981,0
35980,0
17775,0
23021,0
7122,0
31326,0
1356,0
39322,1
27422,0
31429,0
11492,1
4437,0
30550,1
32810,0
1349,0
6272,0
21819,0
4021,0
40114,1
40977,1
39694,1
25030,0
36271,1
20765,0
26548,1
2599,0
32936,0
9741,1
10663,1
9456,0
41047,1
11471,1
6829,0
29440,0
6395,0
39607,1
31842,0
37205,1
39652,0
38696,1
33811,0
10193,0
6956,0
10227,1
11087,0
21226,1
34070,1
39231,1
26634,1
4627,0
37902,0
28278,1
32546,1
13473,0
35955,1
37581,0
30230,1
25527,1
40338,0
40822,1
2925,0
19606,0
38194,1
1423,0
8940,0
8513,0
30565,1
25301,1
40153,1
4694,1
26250,0
27937,1
40763,1
11571,0
31773,0
9708,1
19512,1
4102,0
31344,0
24935,0
40002,1
18214,0
9667,0
40299,1
21133,1
34201,1
7961,0
34761,0
40766,1
6360,0
20973,0
24613,1
35523,1
37764,1
27768,1
37189,1
39505,1
10247,1
12441,0
34612,0
13508,0
36085,1
2755,1
40197,1
8514,1
32408,0
37878,1
36348,0
23388,1
34001,1
9162,0
12887,1
34034,1
34309,0
32830,1
17031,0
