,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
3382,29,technician,single,professional.course,no,no,no,telephone,may,thu,388,2,999,0,1.1,93.994,-36.4,4.86,5191.0,0
10001,30,services,married,high.school,no,yes,no,telephone,jun,wed,138,5,999,0,1.4,94.465,-41.8,4.959,5228.1,0
18961,47,services,married,high.school,no,yes,no,cellular,aug,mon,140,2,999,0,1.4,93.444,-36.1,4.97,5228.1,0
37890,39,entrepreneur,married,basic.6y,no,yes,no,cellular,sep,tue,265,2,16,1,-3.4,92.379,-29.8,0.819,5017.5,1
25098,40,blue-collar,divorced,basic.9y,no,no,no,cellular,nov,tue,137,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,0
30019,23,admin.,single,university.degree,no,yes,no,cellular,apr,wed,621,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1
11351,56,admin.,divorced,unknown,unknown,no,no,telephone,jun,thu,91,2,999,0,1.4,94.465,-41.8,4.961,5228.1,0
37870,73,retired,married,basic.4y,no,unknown,unknown,cellular,aug,mon,160,3,999,1,-2.9,92.201,-31.4,0.821,5076.2,1
21502,36,admin.,married,university.degree,unknown,no,no,cellular,aug,tue,97,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
23409,44,admin.,married,basic.9y,unknown,yes,no,cellular,aug,wed,77,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
10052,46,blue-collar,married,professional.course,unknown,no,no,telephone,jun,thu,187,1,999,0,1.4,94.465,-41.8,4.958,5228.1,0
30097,27,management,married,university.degree,no,no,no,cellular,apr,mon,444,1,999,0,-1.8,93.075,-47.1,1.392,5099.1,1
27058,40,management,married,university.degree,no,yes,yes,cellular,nov,fri,111,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,0
16191,52,retired,divorced,professional.course,no,no,no,cellular,jul,tue,867,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0
24396,57,management,married,university.degree,no,no,no,cellular,nov,mon,62,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0
37710,35,blue-collar,divorced,high.school,no,no,no,cellular,aug,thu,151,1,3,1,-2.9,92.201,-31.4,0.851,5076.2,1
37757,30,blue-collar,married,high.school,no,yes,no,cellular,aug,fri,252,1,999,0,-2.9,92.201,-31.4,0.849,5076.2,1
30310,28,admin.,single,university.degree,no,no,yes,telephone,apr,thu,917,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1
31590,30,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,623,1,10,1,-1.8,92.893,-46.2,1.327,5099.1,1
9481,48,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,349,2,999,0,1.4,94.465,-41.8,4.961,5228.1,0
23189,35,admin.,single,university.degree,no,yes,no,cellular,aug,tue,63,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
1784,47,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,285,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0
40030,48,admin.,single,university.degree,no,yes,no,cellular,jul,fri,194,2,3,1,-1.7,94.215,-40.3,0.79,4991.6,1
4856,33,admin.,married,university.degree,no,yes,no,telephone,may,wed,563,2,999,0,1.1,93.994,-36.4,4.858,5191.0,0
5904,33,management,single,university.degree,no,no,no,telephone,may,mon,14,16,999,0,1.1,93.994,-36.4,4.857,5191.0,0
10585,38,admin.,single,basic.9y,no,no,no,telephone,jun,tue,98,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0
8747,36,technician,married,professional.course,no,no,no,telephone,jun,thu,38,1,999,0,1.4,94.465,-41.8,4.866,5228.1,0
8435,37,admin.,divorced,basic.9y,no,no,no,telephone,jun,tue,1363,7,999,0,1.4,94.465,-41.8,4.864,5228.1,1
32720,50,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,474,1,9,1,-1.8,92.893,-46.2,1.299,5099.1,1
18980,44,services,married,professional.course,no,no,no,cellular,aug,mon,186,2,999,0,1.4,93.444,-36.1,4.97,5228.1,0
40175,44,admin.,married,unknown,no,no,no,cellular,jul,fri,745,1,999,1,-1.7,94.215,-40.3,0.861,4991.6,1
33786,35,admin.,single,high.school,no,no,no,cellular,may,wed,152,2,999,0,-1.8,92.893,-46.2,1.281,5099.1,0
11784,40,admin.,single,high.school,no,yes,yes,telephone,jun,fri,10,13,999,0,1.4,94.465,-41.8,4.959,5228.1,0
2779,35,student,married,university.degree,no,yes,no,telephone,may,wed,629,2,999,0,1.1,93.994,-36.4,4.859,5191.0,1
39589,24,student,single,high.school,no,yes,no,cellular,may,wed,329,1,1,2,-1.8,93.876,-40.0,0.672,5008.7,0
28349,39,services,married,basic.9y,unknown,yes,yes,telephone,apr,wed,93,2,999,0,-1.8,93.075,-47.1,1.445,5099.1,0
37727,28,technician,single,professional.course,no,yes,no,cellular,aug,thu,78,3,999,0,-2.9,92.201,-31.4,0.851,5076.2,1
27692,26,student,single,basic.9y,no,no,no,cellular,mar,mon,42,4,999,0,-1.8,92.843,-50.0,1.811,5099.1,0
37789,51,admin.,divorced,high.school,no,yes,no,cellular,aug,tue,192,1,6,1,-2.9,92.201,-31.4,0.838,5076.2,1
16940,36,blue-collar,married,basic.6y,unknown,no,yes,cellular,jul,thu,256,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0
2635,31,services,married,basic.9y,no,no,no,telephone,may,tue,945,2,999,0,1.1,93.994,-36.4,4.856,5191.0,1
36722,36,technician,single,professional.course,no,yes,no,cellular,jun,fri,126,2,3,1,-2.9,92.963,-40.8,1.268,5076.2,1
28715,47,admin.,single,high.school,no,no,no,cellular,apr,thu,1025,1,999,0,-1.8,93.075,-47.1,1.41,5099.1,1
32805,26,admin.,single,high.school,no,no,no,cellular,may,mon,610,2,999,0,-1.8,92.893,-46.2,1.299,5099.1,1
1575,52,housemaid,married,university.degree,no,yes,no,telephone,may,thu,64,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0
38146,56,management,divorced,university.degree,no,no,no,cellular,sep,tue,277,1,999,1,-3.4,92.379,-29.8,0.75,5017.5,1
27541,56,admin.,married,university.degree,no,no,no,cellular,nov,fri,808,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,1
40747,36,unemployed,single,high.school,no,yes,no,cellular,sep,thu,225,1,3,1,-1.1,94.199,-37.5,0.879,4963.6,1
41160,33,admin.,married,university.degree,no,no,no,cellular,nov,tue,843,1,999,0,-1.1,94.767,-50.8,1.035,4963.6,1
27455,32,admin.,single,university.degree,no,no,yes,cellular,nov,fri,21,7,999,0,-0.1,93.2,-42.0,4.021,5195.8,0
28881,42,entrepreneur,married,university.degree,unknown,no,no,cellular,apr,fri,46,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,0
39914,36,admin.,single,university.degree,no,yes,yes,cellular,jun,wed,1407,1,999,0,-1.7,94.055,-39.8,0.739,4991.6,1
1345,60,entrepreneur,married,basic.4y,no,yes,no,telephone,may,thu,442,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0
35490,32,blue-collar,married,professional.course,no,yes,no,cellular,may,mon,333,1,999,0,-1.8,92.893,-46.2,1.244,5099.1,0
40517,58,self-employed,married,university.degree,no,no,no,cellular,aug,tue,326,4,6,3,-1.7,94.027,-38.3,0.895,4991.6,1
31932,35,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,1806,2,999,0,-1.8,92.893,-46.2,1.327,5099.1,1
31609,29,admin.,married,high.school,no,yes,no,cellular,may,thu,556,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,0
18541,35,self-employed,single,university.degree,no,yes,no,cellular,jul,thu,106,1,999,0,1.4,93.918,-42.7,4.968,5228.1,0
26392,42,management,married,university.degree,no,no,no,cellular,nov,thu,316,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,0
35879,46,technician,married,university.degree,no,no,no,cellular,may,fri,566,7,999,0,-1.8,92.893,-46.2,1.259,5099.1,0
39076,29,technician,single,university.degree,no,yes,no,cellular,dec,mon,264,2,999,0,-3.0,92.713,-33.0,0.709,5023.5,1
31322,28,technician,single,professional.course,no,no,no,cellular,may,wed,687,2,999,1,-1.8,92.893,-46.2,1.334,5099.1,1
18307,35,technician,married,professional.course,no,no,no,cellular,jul,wed,151,8,999,0,1.4,93.918,-42.7,4.963,5228.1,0
31264,42,blue-collar,married,basic.6y,unknown,no,yes,cellular,may,wed,29,1,999,1,-1.8,92.893,-46.2,1.334,5099.1,0
25003,52,management,married,basic.6y,no,yes,no,cellular,nov,tue,97,3,999,1,-0.1,93.2,-42.0,4.153,5195.8,0
35643,33,unemployed,married,basic.4y,no,no,no,cellular,may,mon,1008,1,999,1,-1.8,92.893,-46.2,1.244,5099.1,1
40455,34,admin.,single,high.school,no,yes,no,cellular,aug,tue,168,2,999,0,-1.7,94.027,-38.3,0.904,4991.6,0
27628,40,services,single,high.school,unknown,no,no,cellular,nov,fri,8,3,999,0,-0.1,93.2,-42.0,4.021,5195.8,0
21853,42,technician,married,professional.course,no,yes,no,cellular,aug,wed,543,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1
37163,37,technician,married,professional.course,no,no,no,cellular,aug,wed,157,3,4,2,-2.9,92.201,-31.4,0.884,5076.2,1
24037,46,admin.,divorced,university.degree,no,no,no,telephone,oct,mon,376,1,999,0,-0.1,93.798,-40.4,4.912,5195.8,1
39042,84,retired,married,high.school,no,no,no,cellular,dec,tue,351,1,999,0,-3.0,92.713,-33.0,0.715,5023.5,1
14729,59,retired,married,university.degree,unknown,no,no,cellular,jul,wed,767,5,999,0,1.4,93.918,-42.7,4.957,5228.1,1
35077,34,blue-collar,single,high.school,no,no,no,telephone,may,fri,71,5,999,1,-1.8,92.893,-46.2,1.25,5099.1,0
39927,44,self-employed,divorced,professional.course,no,yes,yes,cellular,jun,thu,134,1,999,1,-1.7,94.055,-39.8,0.742,4991.6,0
38524,35,admin.,married,university.degree,no,yes,no,cellular,oct,wed,300,1,999,0,-3.4,92.431,-26.9,0.724,5017.5,0
40677,33,admin.,married,high.school,no,yes,no,cellular,sep,thu,202,1,999,0,-1.1,94.199,-37.5,0.879,4963.6,1
24061,38,entrepreneur,married,basic.4y,no,no,no,telephone,oct,fri,227,1,999,0,-0.1,93.798,-40.4,4.76,5195.8,1
7348,39,admin.,single,university.degree,unknown,no,no,telephone,may,fri,31,1,999,0,1.1,93.994,-36.4,4.864,5191.0,0
26317,40,blue-collar,married,basic.4y,unknown,yes,no,cellular,nov,thu,628,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,1
31292,37,services,single,high.school,no,yes,no,cellular,may,wed,445,1,999,1,-1.8,92.893,-46.2,1.334,5099.1,1
27880,19,student,single,basic.6y,no,no,no,cellular,mar,tue,136,1,999,0,-1.8,92.843,-50.0,1.556,5099.1,1
27894,63,retired,divorced,basic.4y,no,no,no,cellular,mar,wed,78,1,999,0,-1.8,92.843,-50.0,1.548,5099.1,0
38780,34,admin.,single,university.degree,no,yes,no,cellular,nov,thu,89,1,3,2,-3.4,92.649,-30.1,0.714,5017.5,1
3740,46,admin.,divorced,university.degree,no,no,no,telephone,may,fri,897,1,999,0,1.1,93.994,-36.4,4.859,5191.0,1
24867,34,blue-collar,married,professional.course,no,yes,no,cellular,nov,tue,135,3,999,0,-0.1,93.2,-42.0,4.153,5195.8,0
14590,31,admin.,single,high.school,no,no,no,cellular,jul,tue,355,1,999,0,1.4,93.918,-42.7,4.961,5228.1,0
8535,38,admin.,single,university.degree,no,no,yes,telephone,jun,wed,578,1,999,0,1.4,94.465,-41.8,4.864,5228.1,1
13455,42,admin.,married,university.degree,no,no,no,cellular,jul,wed,799,6,999,0,1.4,93.918,-42.7,4.962,5228.1,0
32979,43,services,divorced,professional.course,no,no,no,telephone,may,mon,75,4,999,0,-1.8,92.893,-46.2,1.299,5099.1,0
29655,34,technician,married,basic.9y,no,yes,no,cellular,apr,mon,904,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,1
36240,29,admin.,married,high.school,no,yes,no,cellular,jun,mon,263,1,999,0,-2.9,92.963,-40.8,1.266,5076.2,1
32685,27,admin.,single,university.degree,no,yes,yes,cellular,may,mon,80,1,999,1,-1.8,92.893,-46.2,1.299,5099.1,0
2305,33,management,married,basic.4y,no,yes,yes,telephone,may,tue,568,4,999,0,1.1,93.994,-36.4,4.856,5191.0,1
4999,46,entrepreneur,married,professional.course,no,no,no,telephone,may,wed,86,2,999,0,1.1,93.994,-36.4,4.858,5191.0,0
4050,28,services,married,high.school,no,no,no,telephone,may,mon,1022,4,999,0,1.1,93.994,-36.4,4.858,5191.0,1
1586,49,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,122,4,999,0,1.1,93.994,-36.4,4.855,5191.0,0
2075,56,housemaid,divorced,basic.4y,unknown,no,no,telephone,may,mon,86,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0
14284,35,technician,single,university.degree,no,yes,no,cellular,jul,mon,118,4,999,0,1.4,93.918,-42.7,4.962,5228.1,0
5803,31,unemployed,married,professional.course,no,yes,yes,telephone,may,mon,169,4,999,0,1.1,93.994,-36.4,4.857,5191.0,0
28145,46,services,divorced,high.school,no,no,no,cellular,apr,mon,211,2,999,1,-1.8,93.075,-47.1,1.466,5099.1,0
32984,32,entrepreneur,married,basic.9y,no,no,no,cellular,may,mon,184,4,999,0,-1.8,92.893,-46.2,1.299,5099.1,0
13235,45,blue-collar,divorced,basic.4y,no,no,no,cellular,jul,wed,87,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0
5550,33,blue-collar,single,basic.9y,unknown,no,yes,telephone,may,mon,788,11,999,0,1.1,93.994,-36.4,4.857,5191.0,1
14640,41,entrepreneur,divorced,university.degree,no,yes,no,cellular,jul,tue,194,5,999,0,1.4,93.918,-42.7,4.961,5228.1,0
31867,27,technician,married,professional.course,no,no,no,cellular,may,thu,347,2,999,1,-1.8,92.893,-46.2,1.327,5099.1,1
40067,21,student,single,unknown,no,yes,no,cellular,jul,thu,968,1,13,2,-1.7,94.215,-40.3,0.81,4991.6,1
19169,32,admin.,single,university.degree,no,yes,no,cellular,aug,tue,419,3,999,0,1.4,93.444,-36.1,4.968,5228.1,1
11330,48,services,married,high.school,unknown,no,no,telephone,jun,thu,136,2,999,0,1.4,94.465,-41.8,4.961,5228.1,0
38034,56,admin.,married,university.degree,no,yes,no,cellular,sep,thu,169,2,3,2,-3.4,92.379,-29.8,0.778,5017.5,1
28486,42,self-employed,married,university.degree,no,no,no,cellular,apr,tue,133,2,999,0,-1.8,93.075,-47.1,1.423,5099.1,1
15581,34,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,fri,913,4,999,0,1.4,93.918,-42.7,4.957,5228.1,1
19121,41,admin.,married,university.degree,no,no,no,cellular,aug,tue,766,2,999,0,1.4,93.444,-36.1,4.968,5228.1,1
32872,31,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,475,1,999,1,-1.8,92.893,-46.2,1.299,5099.1,1
23932,55,blue-collar,married,basic.4y,no,no,no,cellular,aug,fri,94,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
39240,28,admin.,single,university.degree,no,yes,no,cellular,mar,thu,257,4,999,2,-1.8,93.369,-34.8,0.65,5008.7,1
38651,22,technician,single,professional.course,no,yes,no,cellular,nov,tue,358,1,999,0,-3.4,92.649,-30.1,0.72,5017.5,1
39729,36,admin.,married,university.degree,no,yes,no,cellular,may,tue,196,1,999,0,-1.8,93.876,-40.0,0.697,5008.7,1
38058,36,admin.,single,university.degree,no,yes,no,cellular,sep,fri,100,2,999,0,-3.4,92.379,-29.8,0.773,5017.5,1
21330,49,admin.,married,high.school,no,yes,no,cellular,aug,mon,194,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1
27763,38,technician,married,professional.course,no,yes,no,cellular,mar,fri,166,3,999,0,-1.8,92.843,-50.0,1.726,5099.1,1
8202,30,blue-collar,single,basic.4y,unknown,yes,no,telephone,jun,tue,256,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
39224,55,unemployed,divorced,university.degree,no,no,no,cellular,mar,tue,212,3,6,3,-1.8,93.369,-34.8,0.652,5008.7,1
36979,46,admin.,divorced,high.school,no,yes,no,telephone,jul,thu,176,1,999,0,-2.9,92.469,-33.6,1.072,5076.2,1
1926,29,services,married,basic.9y,no,no,no,telephone,may,fri,116,3,999,0,1.1,93.994,-36.4,4.855,5191.0,0
30454,26,services,single,high.school,no,yes,no,cellular,may,mon,244,1,999,0,-1.8,92.893,-46.2,1.354,5099.1,1
24583,34,entrepreneur,married,basic.6y,unknown,yes,no,cellular,nov,mon,788,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,1
38707,71,housemaid,married,basic.4y,no,yes,no,cellular,nov,tue,193,2,999,0,-3.4,92.649,-30.1,0.715,5017.5,1
38768,43,management,married,high.school,no,no,no,cellular,nov,thu,226,1,999,0,-3.4,92.649,-30.1,0.714,5017.5,1
34762,30,services,single,high.school,no,yes,no,cellular,may,thu,41,2,999,0,-1.8,92.893,-46.2,1.266,5099.1,0
36540,36,management,single,university.degree,no,yes,no,cellular,jun,wed,300,2,3,1,-2.9,92.963,-40.8,1.26,5076.2,1
23824,42,admin.,divorced,university.degree,no,yes,no,cellular,aug,fri,40,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
39189,34,technician,divorced,professional.course,no,no,no,telephone,mar,fri,257,1,999,1,-1.8,93.369,-34.8,0.653,5008.7,1
2543,56,unemployed,married,basic.9y,unknown,no,yes,telephone,may,tue,43,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0
34498,33,admin.,single,high.school,no,no,no,cellular,may,thu,492,1,12,2,-1.8,92.893,-46.2,1.266,5099.1,1
25732,40,blue-collar,married,basic.6y,no,yes,no,cellular,nov,wed,1057,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,1
40700,23,student,single,basic.9y,no,yes,no,cellular,sep,mon,502,1,999,1,-1.1,94.199,-37.5,0.879,4963.6,0
9368,31,unemployed,married,university.degree,no,no,no,telephone,jun,fri,298,2,999,0,1.4,94.465,-41.8,4.967,5228.1,0
34254,31,technician,single,university.degree,no,yes,no,cellular,may,thu,259,4,999,0,-1.8,92.893,-46.2,1.266,5099.1,0
1361,27,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,44,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0
1440,53,retired,married,high.school,unknown,yes,no,telephone,may,thu,23,5,999,0,1.1,93.994,-36.4,4.855,5191.0,0
3433,36,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,328,4,999,0,1.1,93.994,-36.4,4.86,5191.0,0
6678,41,management,married,basic.6y,no,yes,no,telephone,may,wed,648,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1
19932,30,admin.,single,university.degree,no,no,no,cellular,aug,fri,459,1,999,0,1.4,93.444,-36.1,4.966,5228.1,1
28979,19,student,single,unknown,no,yes,no,cellular,apr,fri,452,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,1
13016,27,admin.,single,professional.course,no,yes,no,cellular,jul,tue,1061,4,999,0,1.4,93.918,-42.7,4.962,5228.1,1
9598,26,student,single,high.school,no,no,no,telephone,jun,mon,589,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0
37577,38,self-employed,divorced,high.school,no,no,no,cellular,aug,fri,391,3,999,1,-2.9,92.201,-31.4,0.869,5076.2,1
1114,54,admin.,divorced,university.degree,no,no,no,telephone,may,wed,1689,4,999,0,1.1,93.994,-36.4,4.856,5191.0,1
17220,56,admin.,married,university.degree,unknown,no,no,cellular,jul,fri,98,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0
30342,20,student,single,high.school,no,yes,no,cellular,apr,thu,615,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1
1574,30,management,married,university.degree,no,yes,no,telephone,may,thu,117,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0
33491,39,admin.,married,university.degree,no,no,no,cellular,may,tue,614,3,999,0,-1.8,92.893,-46.2,1.291,5099.1,1
25724,36,entrepreneur,single,university.degree,no,yes,no,cellular,nov,wed,998,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,1
27754,38,technician,married,professional.course,no,no,yes,cellular,mar,thu,196,2,999,0,-1.8,92.843,-50.0,1.757,5099.1,1
40328,53,services,married,basic.9y,no,yes,no,cellular,aug,mon,196,2,999,0,-1.7,94.027,-38.3,0.898,4991.6,1
40206,66,housemaid,married,basic.4y,no,no,yes,cellular,jul,tue,296,1,999,1,-1.7,94.215,-40.3,0.876,4991.6,0
15762,44,admin.,single,basic.9y,no,yes,yes,cellular,jul,mon,919,2,999,0,1.4,93.918,-42.7,4.96,5228.1,1
41040,30,technician,married,professional.course,no,yes,no,cellular,oct,mon,215,1,6,1,-1.1,94.601,-49.5,1.032,4963.6,1
5428,33,admin.,married,university.degree,no,no,no,telephone,may,fri,266,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0
9738,52,entrepreneur,married,basic.9y,unknown,yes,no,telephone,jun,mon,699,2,999,0,1.4,94.465,-41.8,4.961,5228.1,0
39820,35,technician,single,professional.course,no,yes,no,cellular,jun,tue,187,1,6,2,-1.7,94.055,-39.8,0.713,4991.6,1
37145,37,technician,married,professional.course,no,yes,no,cellular,aug,wed,414,1,999,0,-2.9,92.201,-31.4,0.884,5076.2,1
23228,29,services,married,professional.course,unknown,yes,no,cellular,aug,tue,2089,6,999,0,1.4,93.444,-36.1,4.965,5228.1,1
37882,31,management,married,university.degree,no,yes,yes,cellular,aug,mon,271,2,999,0,-2.9,92.201,-31.4,0.821,5076.2,1
11203,49,unknown,married,unknown,no,no,yes,telephone,jun,thu,188,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0
2853,40,blue-collar,married,high.school,no,no,no,telephone,may,wed,1028,2,999,0,1.1,93.994,-36.4,4.859,5191.0,1
4741,36,management,married,high.school,no,no,no,telephone,may,wed,29,1,999,0,1.1,93.994,-36.4,4.858,5191.0,0
32483,58,management,single,university.degree,no,yes,no,cellular,may,fri,685,2,999,0,-1.8,92.893,-46.2,1.313,5099.1,1
15744,39,technician,single,professional.course,no,no,no,cellular,jul,mon,617,2,999,0,1.4,93.918,-42.7,4.96,5228.1,1
25385,35,admin.,single,university.degree,no,no,no,cellular,nov,tue,898,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,1
26477,31,technician,married,high.school,no,yes,yes,cellular,nov,thu,232,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,0
40312,71,retired,married,basic.9y,no,yes,yes,cellular,jul,fri,230,6,999,0,-1.7,94.215,-40.3,0.896,4991.6,1
18284,32,admin.,married,university.degree,no,yes,no,telephone,jul,wed,2692,8,999,0,1.4,93.918,-42.7,4.963,5228.1,1
25519,58,management,divorced,university.degree,no,no,no,cellular,nov,wed,418,1,5,1,-0.1,93.2,-42.0,4.12,5195.8,1
22454,48,services,married,basic.4y,unknown,yes,no,cellular,aug,fri,119,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
5113,49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,299,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0
22973,29,admin.,single,high.school,no,yes,yes,cellular,aug,mon,63,4,999,0,1.4,93.444,-36.1,4.965,5228.1,0
21618,54,management,married,university.degree,unknown,no,no,cellular,aug,tue,97,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
15325,47,technician,married,professional.course,no,yes,no,cellular,jul,fri,165,3,999,0,1.4,93.918,-42.7,4.957,5228.1,0
39334,30,student,single,unknown,no,no,yes,telephone,mar,tue,255,1,3,2,-1.8,93.369,-34.8,0.637,5008.7,1
3879,43,blue-collar,married,unknown,unknown,no,no,telephone,may,fri,512,6,999,0,1.1,93.994,-36.4,4.859,5191.0,0
13760,41,entrepreneur,divorced,professional.course,no,yes,no,cellular,jul,thu,99,1,999,0,1.4,93.918,-42.7,4.963,5228.1,0
37448,44,admin.,married,university.degree,no,no,no,cellular,aug,wed,120,1,999,1,-2.9,92.201,-31.4,0.879,5076.2,0
7132,31,admin.,married,basic.9y,no,no,no,telephone,may,thu,112,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0
36699,30,admin.,married,unknown,no,yes,no,cellular,jun,fri,207,2,4,1,-2.9,92.963,-40.8,1.268,5076.2,1
39796,51,technician,married,university.degree,no,yes,no,cellular,jun,tue,303,1,10,1,-1.7,94.055,-39.8,0.702,4991.6,1
4119,34,admin.,married,university.degree,no,no,no,telephone,may,mon,349,2,999,0,1.1,93.994,-36.4,4.858,5191.0,0
40599,67,retired,married,professional.course,no,no,no,cellular,sep,fri,116,2,999,0,-1.1,94.199,-37.5,0.883,4963.6,0
30402,49,management,married,university.degree,no,yes,no,cellular,apr,thu,210,3,999,0,-1.8,93.075,-47.1,1.365,5099.1,0
40278,24,student,single,professional.course,no,no,no,cellular,jul,wed,429,2,6,3,-1.7,94.215,-40.3,0.896,4991.6,1
12798,26,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,tue,99,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0
40205,28,services,single,high.school,no,yes,no,cellular,jul,tue,192,1,999,0,-1.7,94.215,-40.3,0.876,4991.6,0
36749,43,blue-collar,married,basic.6y,no,yes,no,cellular,jun,mon,131,4,999,1,-2.9,92.963,-40.8,1.281,5076.2,1
41054,31,student,single,university.degree,no,no,no,cellular,oct,wed,508,1,999,0,-1.1,94.601,-49.5,1.043,4963.6,1
39615,37,management,married,high.school,no,no,no,cellular,may,fri,292,3,999,0,-1.8,93.876,-40.0,0.682,5008.7,1
39150,35,services,single,high.school,no,yes,no,telephone,mar,tue,187,3,999,0,-1.8,93.369,-34.8,0.655,5008.7,1
37837,36,housemaid,single,university.degree,no,unknown,unknown,cellular,aug,fri,119,2,3,1,-2.9,92.201,-31.4,0.825,5076.2,0
37166,46,blue-collar,married,professional.course,no,no,no,cellular,aug,thu,99,5,999,0,-2.9,92.201,-31.4,0.883,5076.2,0
1375,43,admin.,married,high.school,no,yes,no,telephone,may,thu,152,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0
35299,34,admin.,single,high.school,no,no,yes,telephone,may,fri,74,5,999,0,-1.8,92.893,-46.2,1.25,5099.1,0
38060,71,retired,married,unknown,no,yes,no,cellular,sep,fri,658,4,999,0,-3.4,92.379,-29.8,0.773,5017.5,1
3934,32,management,single,high.school,no,yes,no,telephone,may,mon,326,2,999,0,1.1,93.994,-36.4,4.858,5191.0,0
31516,59,admin.,married,high.school,no,no,no,cellular,may,wed,232,2,999,1,-1.8,92.893,-46.2,1.334,5099.1,0
39148,31,admin.,divorced,professional.course,no,yes,no,cellular,mar,tue,292,2,999,1,-1.8,93.369,-34.8,0.655,5008.7,1
37575,35,admin.,married,university.degree,no,no,no,cellular,aug,fri,201,1,999,0,-2.9,92.201,-31.4,0.869,5076.2,1
16057,44,technician,married,professional.course,unknown,yes,no,cellular,jul,tue,663,1,999,0,1.4,93.918,-42.7,4.961,5228.1,0
28407,30,self-employed,single,university.degree,no,no,no,cellular,apr,thu,435,1,999,0,-1.8,93.075,-47.1,1.435,5099.1,1
38751,72,retired,divorced,basic.6y,no,yes,no,cellular,nov,wed,244,2,999,0,-3.4,92.649,-30.1,0.715,5017.5,1
11066,33,self-employed,married,university.degree,no,no,no,telephone,jun,wed,113,2,999,0,1.4,94.465,-41.8,4.962,5228.1,0
9203,38,admin.,married,university.degree,no,no,no,telephone,jun,fri,460,4,999,0,1.4,94.465,-41.8,4.967,5228.1,1
36448,53,services,married,unknown,no,yes,no,cellular,jun,tue,501,3,999,0,-2.9,92.963,-40.8,1.262,5076.2,1
