,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
18604,53,blue-collar,married,basic.4y,unknown,no,yes,cellular,jul,thu,247,2,999,0,1.4,93.918,-42.7,4.968,5228.1
23385,29,admin.,single,university.degree,no,yes,no,cellular,aug,wed,120,3,999,0,1.4,93.444,-36.1,4.964,5228.1
12825,28,technician,single,professional.course,no,yes,no,cellular,jul,tue,185,2,999,0,1.4,93.918,-42.7,4.962,5228.1
27629,58,retired,married,professional.course,unknown,no,no,cellular,nov,fri,158,3,999,1,-0.1,93.2,-42.0,4.021,5195.8
9840,37,admin.,married,university.degree,no,no,no,telephone,jun,wed,867,1,999,0,1.4,94.465,-41.8,4.959,5228.1
17870,56,admin.,divorced,university.degree,no,yes,no,cellular,jul,tue,86,3,999,0,1.4,93.918,-42.7,4.961,5228.1
39548,36,admin.,married,unknown,no,no,no,cellular,apr,thu,91,1,999,0,-1.8,93.749,-34.6,0.659,5008.7
16741,58,blue-collar,married,basic.4y,no,yes,no,telephone,jul,thu,48,6,999,0,1.4,93.918,-42.7,4.962,5228.1
27527,31,admin.,single,high.school,no,yes,no,cellular,nov,fri,369,2,999,0,-0.1,93.2,-42.0,4.021,5195.8
14735,31,admin.,married,university.degree,no,yes,no,cellular,jul,wed,510,3,999,0,1.4,93.918,-42.7,4.957,5228.1
31024,31,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,259,2,999,0,-1.8,92.893,-46.2,1.344,5099.1
23023,38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,427,12,999,0,1.4,93.444,-36.1,4.965,5228.1
38949,44,admin.,divorced,high.school,no,yes,no,telephone,nov,mon,1628,2,6,1,-3.4,92.649,-30.1,0.719,5017.5
21835,30,admin.,single,university.degree,no,no,no,cellular,aug,wed,340,2,999,0,1.4,93.444,-36.1,4.964,5228.1
30222,35,management,married,university.degree,no,yes,no,cellular,apr,thu,878,1,999,0,-1.8,93.075,-47.1,1.365,5099.1
13773,30,technician,single,professional.course,no,no,yes,telephone,jul,thu,156,7,999,0,1.4,93.918,-42.7,4.963,5228.1
15077,30,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,67,1,999,0,1.4,93.918,-42.7,4.958,5228.1
32978,50,blue-collar,married,unknown,unknown,yes,no,cellular,may,mon,96,2,999,0,-1.8,92.893,-46.2,1.299,5099.1
13399,33,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,391,1,999,0,1.4,93.918,-42.7,4.962,5228.1
7550,43,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,1500,2,999,0,1.1,93.994,-36.4,4.864,5191.0
20039,31,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,367,2,999,0,1.4,93.444,-36.1,4.965,5228.1
24952,32,technician,divorced,professional.course,no,no,no,cellular,nov,tue,288,1,999,0,-0.1,93.2,-42.0,4.153,5195.8
11886,36,admin.,single,university.degree,no,no,no,telephone,jun,fri,35,7,999,0,1.4,94.465,-41.8,4.959,5228.1
18937,44,services,married,professional.course,no,no,no,cellular,aug,mon,341,2,999,0,1.4,93.444,-36.1,4.97,5228.1
40600,49,admin.,married,university.degree,no,no,no,cellular,sep,fri,110,6,999,3,-1.1,94.199,-37.5,0.883,4963.6
642,34,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,311,2,999,0,1.1,93.994,-36.4,4.857,5191.0
40677,33,admin.,married,high.school,no,yes,no,cellular,sep,thu,202,1,999,0,-1.1,94.199,-37.5,0.879,4963.6
40066,21,student,single,unknown,no,no,no,cellular,jul,thu,184,1,999,0,-1.7,94.215,-40.3,0.81,4991.6
31606,43,blue-collar,married,basic.6y,no,yes,yes,cellular,may,thu,95,1,999,0,-1.8,92.893,-46.2,1.327,5099.1
19858,49,technician,married,professional.course,unknown,unknown,unknown,cellular,aug,fri,254,2,999,0,1.4,93.444,-36.1,4.966,5228.1
11044,44,blue-collar,married,high.school,unknown,yes,no,telephone,jun,wed,51,4,999,0,1.4,94.465,-41.8,4.962,5228.1
31864,32,admin.,married,university.degree,no,no,no,cellular,may,thu,235,1,999,0,-1.8,92.893,-46.2,1.327,5099.1
36763,32,entrepreneur,married,basic.4y,no,yes,no,cellular,jun,tue,183,2,999,1,-2.9,92.963,-40.8,1.286,5076.2
36655,27,blue-collar,married,high.school,no,yes,no,cellular,jun,fri,264,1,999,0,-2.9,92.963,-40.8,1.268,5076.2
12875,28,services,married,high.school,no,no,no,cellular,jul,tue,214,1,999,0,1.4,93.918,-42.7,4.962,5228.1
20454,32,technician,married,professional.course,no,no,no,cellular,aug,tue,252,1,999,0,1.4,93.444,-36.1,4.966,5228.1
4782,49,entrepreneur,married,high.school,unknown,no,no,telephone,may,wed,7,12,999,0,1.1,93.994,-36.4,4.858,5191.0
18246,23,student,single,high.school,no,yes,no,cellular,jul,wed,139,5,999,0,1.4,93.918,-42.7,4.963,5228.1
19636,47,management,married,university.degree,no,yes,no,cellular,aug,thu,20,1,999,0,1.4,93.444,-36.1,4.968,5228.1
6580,30,services,married,basic.9y,no,yes,no,telephone,may,wed,821,2,999,0,1.1,93.994,-36.4,4.857,5191.0
3724,41,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,471,2,999,0,1.1,93.994,-36.4,4.859,5191.0
34573,28,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,thu,334,1,999,0,-1.8,92.893,-46.2,1.266,5099.1
11931,45,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,924,3,999,0,1.4,94.465,-41.8,4.959,5228.1
1401,36,technician,divorced,professional.course,no,yes,no,telephone,may,thu,223,2,999,0,1.1,93.994,-36.4,4.855,5191.0
19744,51,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,fri,153,1,999,0,1.4,93.444,-36.1,4.966,5228.1
521,38,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,310,1,999,0,1.1,93.994,-36.4,4.857,5191.0
24250,39,housemaid,married,basic.9y,no,yes,no,cellular,nov,mon,130,1,999,1,-0.1,93.2,-42.0,4.191,5195.8
4031,50,unemployed,married,basic.4y,unknown,yes,no,telephone,may,mon,272,1,999,0,1.1,93.994,-36.4,4.858,5191.0
13029,28,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,tue,137,3,999,0,1.4,93.918,-42.7,4.962,5228.1
17159,51,blue-collar,married,basic.4y,no,no,no,cellular,jul,fri,46,1,999,0,1.4,93.918,-42.7,4.962,5228.1
40421,77,management,married,unknown,no,yes,no,cellular,aug,fri,160,1,3,6,-1.7,94.027,-38.3,0.905,4991.6
40852,34,admin.,married,university.degree,no,no,yes,cellular,sep,wed,245,3,999,0,-1.1,94.199,-37.5,0.886,4963.6
13058,28,technician,married,professional.course,no,yes,no,cellular,jul,tue,249,2,999,0,1.4,93.918,-42.7,4.962,5228.1
10061,54,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,thu,2025,1,999,0,1.4,94.465,-41.8,4.958,5228.1
31626,30,blue-collar,married,basic.9y,no,unknown,unknown,cellular,may,thu,155,1,999,1,-1.8,92.893,-46.2,1.327,5099.1
12814,48,management,married,high.school,no,no,no,cellular,jul,tue,116,1,999,0,1.4,93.918,-42.7,4.962,5228.1
40846,22,student,single,high.school,no,no,no,telephone,sep,wed,13,1,999,0,-1.1,94.199,-37.5,0.886,4963.6
14458,29,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue,138,4,999,0,1.4,93.918,-42.7,4.961,5228.1
12938,23,entrepreneur,married,professional.course,no,no,no,cellular,jul,tue,58,1,999,0,1.4,93.918,-42.7,4.962,5228.1
9250,34,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,78,2,999,0,1.4,94.465,-41.8,4.967,5228.1
951,35,technician,divorced,unknown,no,yes,yes,telephone,may,wed,432,1,999,0,1.1,93.994,-36.4,4.856,5191.0
8401,42,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,tue,134,3,999,0,1.4,94.465,-41.8,4.864,5228.1
17053,49,management,married,university.degree,no,yes,no,telephone,jul,fri,150,2,999,0,1.4,93.918,-42.7,4.962,5228.1
35892,30,admin.,married,university.degree,no,yes,yes,cellular,may,fri,449,4,999,0,-1.8,92.893,-46.2,1.259,5099.1
17260,39,self-employed,married,university.degree,no,no,no,cellular,jul,fri,356,3,999,0,1.4,93.918,-42.7,4.962,5228.1
9631,25,technician,single,high.school,no,yes,yes,telephone,jun,mon,249,2,999,0,1.4,94.465,-41.8,4.961,5228.1
13898,50,technician,divorced,professional.course,no,no,no,cellular,jul,fri,318,2,999,0,1.4,93.918,-42.7,4.963,5228.1
6337,28,self-employed,single,basic.9y,no,yes,no,telephone,may,tue,4,4,999,0,1.1,93.994,-36.4,4.857,5191.0
6659,27,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,198,2,999,0,1.1,93.994,-36.4,4.857,5191.0
37238,58,admin.,married,university.degree,no,no,no,telephone,aug,fri,121,2,999,0,-2.9,92.201,-31.4,0.881,5076.2
6029,27,technician,single,professional.course,no,no,no,telephone,may,tue,148,1,999,0,1.1,93.994,-36.4,4.857,5191.0
4232,31,unemployed,single,professional.course,no,no,no,telephone,may,tue,20,12,999,0,1.1,93.994,-36.4,4.856,5191.0
22966,59,management,married,university.degree,no,no,yes,cellular,aug,mon,168,3,999,0,1.4,93.444,-36.1,4.965,5228.1
306,46,blue-collar,married,unknown,unknown,no,no,telephone,may,mon,209,2,999,0,1.1,93.994,-36.4,4.857,5191.0
17298,48,admin.,single,high.school,no,yes,no,cellular,jul,fri,237,5,999,0,1.4,93.918,-42.7,4.962,5228.1
9946,41,housemaid,married,basic.4y,unknown,no,no,telephone,jun,wed,105,3,999,0,1.4,94.465,-41.8,4.959,5228.1
28076,40,services,married,high.school,no,yes,no,cellular,apr,fri,277,2,999,1,-1.8,93.075,-47.1,1.479,5099.1
31258,29,blue-collar,married,basic.9y,no,no,yes,cellular,may,wed,837,1,999,0,-1.8,92.893,-46.2,1.334,5099.1
36147,38,housemaid,married,university.degree,no,yes,no,cellular,may,wed,90,1,999,0,-1.8,92.893,-46.2,1.27,5099.1
18665,50,self-employed,married,professional.course,no,yes,no,cellular,jul,thu,77,2,999,0,1.4,93.918,-42.7,4.968,5228.1
25880,39,admin.,married,university.degree,no,no,no,cellular,nov,wed,146,1,999,0,-0.1,93.2,-42.0,4.12,5195.8
31765,32,technician,single,high.school,no,yes,no,cellular,may,thu,491,2,999,0,-1.8,92.893,-46.2,1.327,5099.1
21572,48,technician,married,high.school,unknown,yes,yes,cellular,aug,tue,126,1,999,0,1.4,93.444,-36.1,4.963,5228.1
32891,30,services,divorced,high.school,no,no,no,cellular,may,mon,159,2,11,1,-1.8,92.893,-46.2,1.299,5099.1
19484,46,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,thu,48,1,999,0,1.4,93.444,-36.1,4.968,5228.1
1925,25,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,483,1,999,0,1.1,93.994,-36.4,4.855,5191.0
30421,32,student,married,high.school,no,no,no,cellular,apr,thu,567,2,999,0,-1.8,93.075,-47.1,1.365,5099.1
31764,32,admin.,married,high.school,no,no,yes,cellular,may,thu,142,1,999,1,-1.8,92.893,-46.2,1.327,5099.1
31591,32,admin.,married,high.school,no,no,no,cellular,may,thu,84,1,999,0,-1.8,92.893,-46.2,1.327,5099.1
32759,47,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,21,1,999,0,-1.8,92.893,-46.2,1.299,5099.1
38193,80,retired,divorced,basic.4y,no,no,no,cellular,oct,tue,96,1,999,0,-3.4,92.431,-26.9,0.744,5017.5
22599,29,technician,single,professional.course,no,no,no,cellular,aug,fri,198,1,999,0,1.4,93.444,-36.1,4.964,5228.1
25935,38,blue-collar,married,basic.9y,no,no,no,cellular,nov,wed,559,1,999,1,-0.1,93.2,-42.0,4.12,5195.8
27762,38,technician,married,professional.course,no,yes,no,cellular,mar,fri,119,5,999,0,-1.8,92.843,-50.0,1.726,5099.1
24023,41,admin.,single,high.school,no,no,no,telephone,oct,tue,49,1,999,0,-0.1,93.798,-40.4,4.968,5195.8
40661,31,student,single,unknown,no,unknown,unknown,cellular,sep,wed,708,2,6,2,-1.1,94.199,-37.5,0.88,4963.6
30449,28,self-employed,single,university.degree,no,yes,no,cellular,may,mon,63,1,999,0,-1.8,92.893,-46.2,1.354,5099.1
25450,32,blue-collar,single,high.school,no,yes,yes,cellular,nov,wed,126,1,999,0,-0.1,93.2,-42.0,4.12,5195.8
22210,58,management,married,university.degree,unknown,yes,yes,cellular,aug,thu,299,2,999,0,1.4,93.444,-36.1,4.963,5228.1
27928,30,blue-collar,single,university.degree,no,no,no,cellular,mar,fri,166,1,999,0,-1.8,92.843,-50.0,1.531,5099.1
31727,30,admin.,single,university.degree,no,no,no,cellular,may,thu,199,1,999,0,-1.8,92.893,-46.2,1.327,5099.1
4302,36,blue-collar,married,unknown,unknown,no,no,telephone,may,tue,127,1,999,0,1.1,93.994,-36.4,4.856,5191.0
20761,29,technician,unknown,high.school,no,yes,no,cellular,aug,wed,243,3,999,0,1.4,93.444,-36.1,4.965,5228.1
28117,40,services,married,high.school,no,yes,no,cellular,apr,fri,151,2,999,0,-1.8,93.075,-47.1,1.479,5099.1
35481,57,services,married,high.school,no,no,no,cellular,may,mon,380,1,999,0,-1.8,92.893,-46.2,1.244,5099.1
15816,26,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,mon,151,2,999,0,1.4,93.918,-42.7,4.96,5228.1
9378,39,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,250,1,999,0,1.4,94.465,-41.8,4.967,5228.1
32057,58,technician,divorced,university.degree,no,no,no,cellular,may,thu,181,1,999,0,-1.8,92.893,-46.2,1.327,5099.1
22327,30,technician,single,university.degree,no,no,no,cellular,aug,thu,183,7,999,0,1.4,93.444,-36.1,4.963,5228.1
10457,49,management,married,high.school,no,yes,no,telephone,jun,mon,26,18,999,0,1.4,94.465,-41.8,4.96,5228.1
260,33,admin.,married,high.school,no,no,yes,telephone,may,mon,181,1,999,0,1.1,93.994,-36.4,4.857,5191.0
38621,47,technician,divorced,high.school,no,yes,no,cellular,nov,mon,182,1,999,1,-3.4,92.649,-30.1,0.722,5017.5
24240,42,entrepreneur,married,basic.4y,no,yes,no,cellular,nov,mon,127,1,999,0,-0.1,93.2,-42.0,4.191,5195.8
26244,58,retired,married,high.school,no,no,no,cellular,nov,thu,477,1,999,0,-0.1,93.2,-42.0,4.076,5195.8
35798,35,admin.,single,university.degree,no,yes,no,cellular,may,mon,424,2,999,0,-1.8,92.893,-46.2,1.244,5099.1
34374,39,admin.,married,high.school,no,no,no,cellular,may,thu,76,1,999,0,-1.8,92.893,-46.2,1.266,5099.1
25780,46,blue-collar,married,basic.4y,no,yes,no,cellular,nov,wed,416,2,999,0,-0.1,93.2,-42.0,4.12,5195.8
1091,47,technician,divorced,professional.course,unknown,no,no,telephone,may,wed,348,3,999,0,1.1,93.994,-36.4,4.856,5191.0
19813,44,admin.,single,university.degree,no,no,no,cellular,aug,fri,112,1,999,0,1.4,93.444,-36.1,4.966,5228.1
6932,33,admin.,married,high.school,no,yes,no,telephone,may,thu,41,1,999,0,1.1,93.994,-36.4,4.86,5191.0
21040,35,technician,married,professional.course,no,yes,yes,telephone,aug,thu,34,3,999,0,1.4,93.444,-36.1,4.964,5228.1
26793,49,self-employed,married,university.degree,no,no,no,cellular,nov,thu,40,3,999,0,-0.1,93.2,-42.0,4.076,5195.8
23472,57,admin.,married,university.degree,unknown,no,no,cellular,aug,wed,104,5,999,0,1.4,93.444,-36.1,4.964,5228.1
32571,44,services,married,basic.9y,no,yes,no,cellular,may,mon,50,5,999,0,-1.8,92.893,-46.2,1.299,5099.1
23533,42,management,married,university.degree,no,yes,no,cellular,aug,thu,161,2,999,0,1.4,93.444,-36.1,4.962,5228.1
25417,37,technician,married,professional.course,no,no,no,cellular,nov,tue,91,1,999,0,-0.1,93.2,-42.0,4.153,5195.8
34250,31,technician,single,basic.9y,no,yes,no,telephone,may,thu,13,5,999,0,-1.8,92.893,-46.2,1.266,5099.1
7293,30,blue-collar,married,basic.9y,no,yes,yes,telephone,may,thu,645,2,999,0,1.1,93.994,-36.4,4.86,5191.0
25836,52,retired,married,university.degree,unknown,no,no,cellular,nov,wed,172,1,999,1,-0.1,93.2,-42.0,4.12,5195.8
27504,39,management,married,high.school,no,no,no,cellular,nov,fri,163,2,999,1,-0.1,93.2,-42.0,4.021,5195.8
33849,23,blue-collar,single,basic.9y,no,yes,no,telephone,may,wed,60,1,999,1,-1.8,92.893,-46.2,1.281,5099.1
36939,50,admin.,married,high.school,no,no,no,cellular,jul,wed,140,3,999,0,-2.9,92.469,-33.6,1.085,5076.2
8168,24,services,single,high.school,no,yes,no,telephone,jun,tue,117,1,999,0,1.4,94.465,-41.8,4.864,5228.1
25482,48,admin.,single,professional.course,no,yes,no,cellular,nov,wed,530,1,999,0,-0.1,93.2,-42.0,4.12,5195.8
13465,53,services,divorced,basic.4y,unknown,yes,no,cellular,jul,wed,89,1,999,0,1.4,93.918,-42.7,4.962,5228.1
16919,29,admin.,single,university.degree,no,yes,no,telephone,jul,thu,122,12,999,0,1.4,93.918,-42.7,4.962,5228.1
2418,45,technician,married,university.degree,unknown,yes,no,telephone,may,tue,122,1,999,0,1.1,93.994,-36.4,4.856,5191.0
35889,35,technician,married,university.degree,no,yes,yes,telephone,may,fri,231,2,999,0,-1.8,92.893,-46.2,1.259,5099.1
4677,59,retired,married,professional.course,unknown,no,no,telephone,may,wed,905,1,999,0,1.1,93.994,-36.4,4.858,5191.0
2922,31,services,married,high.school,no,no,no,telephone,may,wed,232,1,999,0,1.1,93.994,-36.4,4.859,5191.0
35524,52,blue-collar,married,basic.9y,unknown,no,no,cellular,may,mon,248,1,999,0,-1.8,92.893,-46.2,1.244,5099.1
2250,39,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,tue,182,6,999,0,1.1,93.994,-36.4,4.856,5191.0
15422,26,services,single,high.school,unknown,yes,yes,telephone,jul,fri,11,3,999,0,1.4,93.918,-42.7,4.957,5228.1
5480,38,blue-collar,single,basic.6y,no,yes,no,telephone,may,fri,331,6,999,0,1.1,93.994,-36.4,4.857,5191.0
28057,32,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,48,2,999,0,-1.8,93.075,-47.1,1.479,5099.1
32066,33,blue-collar,single,basic.4y,no,no,yes,cellular,may,fri,328,2,999,1,-1.8,92.893,-46.2,1.313,5099.1
38897,43,admin.,married,university.degree,no,yes,no,cellular,nov,tue,255,1,999,0,-3.4,92.649,-30.1,0.715,5017.5
30081,64,management,married,high.school,no,yes,no,cellular,apr,fri,693,2,999,0,-1.8,93.075,-47.1,1.4,5099.1
9458,42,services,married,high.school,no,yes,yes,telephone,jun,fri,26,1,999,0,1.4,94.465,-41.8,4.967,5228.1
18106,44,admin.,single,university.degree,no,yes,no,cellular,jul,wed,153,1,999,0,1.4,93.918,-42.7,4.963,5228.1
5274,30,admin.,married,university.degree,no,no,no,telephone,may,fri,542,2,999,0,1.1,93.994,-36.4,4.857,5191.0
31351,42,blue-collar,divorced,high.school,unknown,yes,no,cellular,may,wed,175,1,999,1,-1.8,92.893,-46.2,1.334,5099.1
2460,60,retired,married,university.degree,unknown,unknown,unknown,telephone,may,tue,81,1,999,0,1.1,93.994,-36.4,4.856,5191.0
13487,40,blue-collar,married,basic.4y,unknown,yes,yes,cellular,jul,thu,181,1,999,0,1.4,93.918,-42.7,4.963,5228.1
39048,55,services,married,basic.9y,no,yes,no,cellular,dec,wed,314,1,6,1,-3.0,92.713,-33.0,0.715,5023.5
10548,36,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,881,1,999,0,1.4,94.465,-41.8,4.961,5228.1
8622,56,admin.,married,university.degree,no,no,no,telephone,jun,wed,79,1,999,0,1.4,94.465,-41.8,4.864,5228.1
11159,35,technician,married,professional.course,no,no,no,telephone,jun,thu,159,1,999,0,1.4,94.465,-41.8,4.961,5228.1
37832,46,self-employed,married,university.degree,no,yes,no,cellular,aug,thu,148,2,999,0,-2.9,92.201,-31.4,0.829,5076.2
34323,29,technician,single,basic.9y,no,no,no,cellular,may,thu,141,1,999,0,-1.8,92.893,-46.2,1.266,5099.1
30567,30,technician,single,professional.course,no,no,no,cellular,may,mon,79,4,999,1,-1.8,92.893,-46.2,1.354,5099.1
38988,49,housemaid,single,university.degree,no,no,yes,cellular,dec,mon,334,3,999,0,-3.0,92.713,-33.0,0.717,5023.5
27352,32,technician,single,professional.course,no,yes,no,cellular,nov,fri,226,1,999,0,-0.1,93.2,-42.0,4.021,5195.8
35080,37,admin.,married,high.school,no,yes,no,cellular,may,fri,22,6,999,0,-1.8,92.893,-46.2,1.25,5099.1
31390,54,technician,divorced,university.degree,no,no,no,cellular,may,wed,91,2,999,0,-1.8,92.893,-46.2,1.334,5099.1
5488,35,admin.,married,university.degree,no,yes,no,telephone,may,mon,60,3,999,0,1.1,93.994,-36.4,4.857,5191.0
3339,36,technician,single,professional.course,no,yes,no,telephone,may,thu,238,1,999,0,1.1,93.994,-36.4,4.86,5191.0
40903,31,technician,single,professional.course,no,yes,no,cellular,oct,fri,401,2,999,0,-1.1,94.601,-49.5,0.972,4963.6
39599,48,admin.,single,university.degree,no,yes,no,cellular,may,wed,121,4,999,1,-1.8,93.876,-40.0,0.672,5008.7
27592,45,admin.,single,university.degree,no,no,no,cellular,nov,fri,27,3,999,0,-0.1,93.2,-42.0,4.021,5195.8
20646,39,technician,married,professional.course,no,yes,yes,cellular,aug,wed,86,1,999,0,1.4,93.444,-36.1,4.965,5228.1
6061,37,blue-collar,single,professional.course,no,yes,no,telephone,may,tue,213,2,999,0,1.1,93.994,-36.4,4.857,5191.0
28334,46,blue-collar,divorced,basic.9y,no,no,no,cellular,apr,wed,169,1,999,1,-1.8,93.075,-47.1,1.445,5099.1
17780,54,admin.,divorced,unknown,no,no,no,cellular,jul,tue,109,2,999,0,1.4,93.918,-42.7,4.961,5228.1
23012,47,self-employed,married,university.degree,no,no,no,cellular,aug,tue,109,2,999,0,1.4,93.444,-36.1,4.965,5228.1
4349,36,admin.,divorced,high.school,no,no,no,telephone,may,tue,138,4,999,0,1.1,93.994,-36.4,4.856,5191.0
3842,52,entrepreneur,married,university.degree,unknown,yes,no,telephone,may,fri,541,5,999,0,1.1,93.994,-36.4,4.859,5191.0
7471,41,admin.,married,university.degree,no,no,no,telephone,may,fri,254,1,999,0,1.1,93.994,-36.4,4.864,5191.0
3692,43,self-employed,single,professional.course,unknown,no,no,telephone,may,fri,223,1,999,0,1.1,93.994,-36.4,4.859,5191.0
22158,48,admin.,married,high.school,no,yes,no,cellular,aug,thu,62,1,999,0,1.4,93.444,-36.1,4.963,5228.1
15293,24,technician,single,basic.6y,no,no,no,cellular,jul,thu,75,3,999,0,1.4,93.918,-42.7,4.958,5228.1
29083,50,management,married,basic.9y,no,yes,no,cellular,apr,fri,329,1,999,0,-1.8,93.075,-47.1,1.405,5099.1
4396,47,admin.,married,university.degree,unknown,no,yes,telephone,may,tue,139,2,999,0,1.1,93.994,-36.4,4.856,5191.0
6206,28,self-employed,single,university.degree,no,no,no,telephone,may,tue,518,2,999,0,1.1,93.994,-36.4,4.857,5191.0
19292,40,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,302,2,999,0,1.4,93.444,-36.1,4.967,5228.1
1840,47,management,divorced,basic.4y,no,no,no,telephone,may,fri,241,2,999,0,1.1,93.994,-36.4,4.855,5191.0
12187,54,retired,married,high.school,no,yes,yes,telephone,jul,tue,1992,2,999,0,1.4,93.918,-42.7,4.955,5228.1
29700,34,admin.,married,basic.9y,no,yes,no,cellular,apr,mon,63,4,999,0,-1.8,93.075,-47.1,1.405,5099.1
21110,32,technician,married,professional.course,no,yes,no,cellular,aug,mon,92,5,999,0,1.4,93.444,-36.1,4.963,5228.1
19399,32,admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,459,3,999,0,1.4,93.444,-36.1,4.967,5228.1
36985,47,blue-collar,married,professional.course,no,yes,no,cellular,jul,fri,175,1,999,0,-2.9,92.469,-33.6,1.059,5076.2
23149,48,services,married,basic.4y,unknown,yes,no,cellular,aug,tue,436,1,999,0,1.4,93.444,-36.1,4.965,5228.1
3340,48,admin.,single,university.degree,no,yes,no,telephone,may,thu,225,1,999,0,1.1,93.994,-36.4,4.86,5191.0
5213,57,blue-collar,divorced,unknown,unknown,yes,no,telephone,may,fri,369,1,999,0,1.1,93.994,-36.4,4.857,5191.0
30856,30,admin.,single,university.degree,no,yes,no,cellular,may,tue,359,2,999,0,-1.8,92.893,-46.2,1.344,5099.1
17008,33,admin.,married,university.degree,no,no,no,cellular,jul,thu,180,3,999,0,1.4,93.918,-42.7,4.962,5228.1
18044,34,technician,single,professional.course,unknown,yes,no,cellular,jul,wed,409,2,999,0,1.4,93.918,-42.7,4.963,5228.1
2629,37,admin.,married,high.school,no,no,no,telephone,may,tue,1106,4,999,0,1.1,93.994,-36.4,4.856,5191.0
39734,92,retired,divorced,unknown,unknown,no,no,cellular,may,wed,405,3,999,1,-1.8,93.876,-40.0,0.697,5008.7
20037,44,blue-collar,married,basic.6y,no,no,no,cellular,aug,mon,67,2,999,0,1.4,93.444,-36.1,4.965,5228.1
14703,44,blue-collar,married,basic.9y,no,no,no,telephone,jul,tue,265,5,999,0,1.4,93.918,-42.7,4.961,5228.1
16787,54,blue-collar,married,basic.4y,unknown,yes,yes,cellular,jul,thu,71,5,999,0,1.4,93.918,-42.7,4.962,5228.1
10904,51,services,married,high.school,unknown,no,yes,telephone,jun,wed,269,1,999,0,1.4,94.465,-41.8,4.962,5228.1
38456,22,student,single,basic.9y,no,no,no,cellular,oct,fri,438,1,999,1,-3.4,92.431,-26.9,0.73,5017.5
2000,42,self-employed,married,university.degree,no,yes,no,telephone,may,mon,1002,5,999,0,1.1,93.994,-36.4,4.857,5191.0
29539,36,technician,married,high.school,no,yes,yes,cellular,apr,mon,42,1,999,0,-1.8,93.075,-47.1,1.405,5099.1
26270,53,technician,married,professional.course,no,yes,no,cellular,nov,thu,322,1,999,0,-0.1,93.2,-42.0,4.076,5195.8
3882,31,services,married,basic.9y,no,yes,no,telephone,may,fri,186,5,999,0,1.1,93.994,-36.4,4.859,5191.0
13480,48,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,122,1,999,0,1.4,93.918,-42.7,4.963,5228.1
14437,35,admin.,divorced,high.school,unknown,no,no,cellular,jul,tue,175,4,999,0,1.4,93.918,-42.7,4.961,5228.1
15713,46,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,mon,169,1,999,0,1.4,93.918,-42.7,4.96,5228.1
29661,41,blue-collar,married,basic.4y,unknown,no,no,cellular,apr,mon,197,3,999,0,-1.8,93.075,-47.1,1.405,5099.1
16969,28,admin.,married,high.school,no,yes,no,cellular,jul,thu,119,3,999,0,1.4,93.918,-42.7,4.962,5228.1
20606,32,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,224,1,999,0,1.4,93.444,-36.1,4.965,5228.1
13475,32,admin.,divorced,university.degree,no,yes,no,cellular,jul,thu,151,1,999,0,1.4,93.918,-42.7,4.963,5228.1
40398,47,admin.,married,high.school,no,no,no,cellular,aug,thu,374,2,16,1,-1.7,94.027,-38.3,0.904,4991.6
29924,42,blue-collar,divorced,basic.9y,no,no,no,cellular,apr,mon,20,2,999,0,-1.8,93.075,-47.1,1.405,5099.1
27906,28,admin.,single,high.school,no,yes,no,cellular,mar,thu,131,4,999,0,-1.8,92.843,-50.0,1.538,5099.1
